Nome: CONCEICAO DO ARAGUAIA
Codigo Estacao: 82861
Latitude: -8.25916666
Longitude: -49.26388888
Altitude: 179.02
Situacao: Operante
Data Inicial: 1998-01-01
Data Final: 2020-09-29
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);VISIBILIDADE, MEDIA MENSAL(codigo);
2001-02-28;32;61,5;null;null;155,8;6,666667;18;175;991,247619;32,007143;26,363571;22,214286;92,401786;4;2,404762;77,52381;null;
2001-03-31;32;57,2;null;null;157,7;7,827957;22;259,2;991,590323;31,848387;26,053548;22,36129;94,524194;5;2,365591;72,236559;null;
2001-04-30;14;66,6;null;null;179;6,288889;11;116,1;991,846667;32,426667;26,672;22,376667;93,708333;5;2,288889;79,311111;null;
2001-05-31;14;84,2;null;null;222,2;5,397849;8;140,6;991,446237;33,580645;27,414839;22,612903;91,266129;3;2,268817;79,247312;null;
2001-06-30;14;149;null;null;257,7;4,522222;3;10,7;992,33;34,15;27,435333;21,64;81,275;4;2,222222;82,422222;null;
2001-07-31;14;199,7;null;null;311,1;2,946237;1;5,7;992,143011;35,367742;27,57871;20,522581;76,008065;5;2,225806;83,16129;null;
2001-08-31;14;257,7;null;null;281,4;3,11828;1;,4;993,062366;36,23871;28,156774;20,519355;69,91129;4;2,268817;78,086022;null;
2001-09-30;32;167,6;null;null;176,9;4,8;2;1,8;989,697778;36,016667;28,414667;22,756667;76,25;5;2,266667;52,966667;null;
2001-10-31;18;95,9;null;null;133,8;6,19086;17;273,9;990,046237;33,212903;26,757419;21,987097;88,733871;7;2,236559;68,645161;null;
2001-11-30;18;88,2;null;null;135,6;6,9;17;264,6;989,62;32,75;26,651333;22,3;87,241667;4;2,211111;73,711111;null;
2001-12-31;32;64;null;null;126;7,150538;20;416;989,219355;31,53871;26,194194;22,193548;91,895161;4;2,329032;74,795699;null;
2002-01-31;32;62,8;null;null;129,3;7,344086;24;433,4;990,573118;31,264516;25,958065;22,090323;91,524194;7;2,365591;71,075269;null;
2002-02-28;5;73,3;null;null;141,1;6,214286;14;198,4;990,441667;32,021429;26,590714;22,171429;87,883929;5;2,22619;75,785714;null;
2002-03-31;32;72,3;null;null;151,2;6,892473;18;184,1;990,546237;31,719355;26,315484;21,906452;90,314516;5;2,365591;72,021505;null;
2002-04-30;14;94,1;null;null;207,8;5,577778;13;157,6;989,878889;33,22;26,975333;22,036667;81,758333;5;2,277778;53,5;null;
2002-05-31;18;134,2;null;null;256,1;4,053763;11;30,8;990,849462;34,146667;27,863448;22,633333;81,362903;4;2,27957;52,580645;null;
2002-06-30;9;191,6;null;null;280,8;2,955556;1;,1;992,864444;34,673333;27,618667;20,776667;71,666667;4;2,2;54,222222;null;
2002-07-31;9;208,5;null;null;302,8;2,645161;1;,1;992,636559;35,874194;28,229032;20,880645;67,379032;5;2,258065;59,462366;null;
2002-08-31;5;230,5;null;null;307,9;1,892473;0;0;991,688172;36,964516;28,824516;20,283871;64,612903;5;2,27957;57,956989;null;
2002-09-30;32;146,6;null;null;180,5;4;6;82,5;990,977778;35,366667;28,159333;21,826667;71,508333;5;2,3;38,833333;null;
2002-10-31;18;92,5;null;null;176,7;5,322581;13;50,9;990,029032;33,319355;26,731613;21,222581;82,83871;5;2,311828;47,956989;null;
2002-11-30;18;80,5;null;null;184,4;5,280899;10;111,5;990,365556;33,42;26,834;21,25;84,683333;5;2,344444;52,555556;null;
2002-12-31;18;65,1;null;null;137,6;7,290323;22;312,2;991,543011;31,780645;26,332258;23,216129;82,540323;5;2,311828;49,139785;null;
2003-01-31;18;69,7;151,656084;151,656084;152;6,591398;18;303,5;991,923656;32,367742;26,909677;23,554839;81,66129;5;2,419355;53,44086;null;
2003-02-28;14;55,1;121,772415;121,772415;126,5;7,333333;22;151,9;991,669048;31,407143;26,234286;22,814286;82,767857;5;2,285714;52,619048;null;
2003-03-31;14;56,7;134,303329;134,303329;146,5;7,129032;22;269,3;991,405376;31,341935;26,176774;23,048387;84,201613;5;2,268817;52,688172;null;
2003-04-30;18;69,4;143,122978;143,122978;188,9;5,247222;13;195,5;991,804444;32,683333;27,19;23,396667;80,7;5;2,156518;57,522222;null;
2003-05-31;14;102,4;156,856198;156,856198;234,1;4,688172;9;62,2;992,307527;33,6;27,683871;23,306452;74,491935;5;2,344086;57,526882;null;
2003-06-30;14;147,8;156,136515;6,443802;282,7;3,022222;1;1,1;992,438889;35,193333;28,031333;22,216667;61,625;4;2,266667;58,833333;null;
2003-07-31;14;202,5;159,888843;0;323,2;1,989247;null;0;993,631183;35,745161;27,851613;20,654839;52,298387;5;2,215054;60;null;
2003-08-31;18;188,4;176,608897;41,3;269,3;3,892473;5;41,3;993,004301;36,512903;28,585806;21,964516;57,024194;4;2,376344;55,053763;null;
2003-09-30;14;138,9;null;null;237,9;3,955556;7;79,1;991,866667;35,78;28,330667;22,633333;65,325;5;2,311111;41,333333;null;
2003-10-31;18;89,8;null;null;173,9;6,849462;10;148,4;990,892473;33,851613;27,35871;23;75,653226;10;2,336559;47,096774;null;
2003-11-30;18;64,9;null;null;161,8;6,733333;17;238,3;990,457778;32,666667;26,682;22,646667;81,35;5;2,388889;49,111111;null;
2003-12-31;14;68,4;null;null;184,2;6,311828;17;152;991,006452;33,064516;26,920645;22,667742;80,112903;6;2,451613;53,333333;null;
2004-01-31;18;48,6;null;null;96,7;7,978495;27;414,7;990,6;30,970968;25,894839;22,745161;86,032258;5;2,397849;44,623656;null;
2004-02-29;18;41,8;null;null;98,9;7,793103;26;493,9;991,887356;30,537931;25,788966;22,758621;85,672414;4;2,413793;48,505747;null;
2004-03-31;18;51;null;null;135,4;7,247312;22;289,2;991,187097;31,616129;26,652258;23,264516;83,435484;4;2,236559;52,150538;null;
2004-04-30;18;72,7;null;null;null;5,955556;12;127;991,381111;33,043333;27,348667;23,32;79,141667;4;2,288889;55,111111;null;
2004-05-31;14;104,2;null;null;null;4,204301;5;58,1;992,18172;34,367742;28,23871;23,416129;71,451613;5;2,311828;59,569892;null;
2004-06-30;14;134,8;null;null;null;2,922222;2;19,9;994,311111;34,353333;27,374667;21,746667;64,333333;5;2,441111;58,888889;null;
2004-07-31;14;162,4;null;null;303,8;2,55914;4;12,2;993,288172;35,206452;27,56;21,019355;59,709677;7;2,484492;59,967742;null;
2004-08-31;14;190,2;null;null;288,3;2,55914;2;19,6;993,597849;36,567742;28,559355;21,567742;57,41129;5;2,494624;58,27957;null;
2004-09-30;5;142,2;null;null;232;3,7;4;15,8;991,603333;36,096667;28,456;22,313333;63,508333;5;2,377778;32,777778;null;
2004-10-31;18;87,6;null;null;165,7;6,311828;14;114,9;990,748387;33,66129;27,350323;23,067742;76,620968;7;2,365591;45,053763;null;
2004-11-30;14;63,5;null;null;159;6,722222;17;269;990,414444;32,723333;26,982;22,95;81,441667;8;2,366667;48,333333;null;
2004-12-31;18;69,4;null;null;166,3;6,741935;18;104,7;990,377419;32,819355;26,889677;23,270968;80,524194;5;2,333333;51,935484;null;
2005-01-31;18;61,2;null;null;143,4;7,301075;21;301,3;990,075269;32,151613;26,743871;23,129032;83,080645;5;2,258065;48,172043;null;
2005-02-28;18;51,3;null;null;115,3;7,345238;17;161,7;990,269048;32,039286;26,673571;23,296429;83,741071;5;2,40119;49,880952;null;
2005-03-31;18;48,2;null;null;121,2;7,88172;25;393;991,658065;31,225806;26,249032;23,183871;86;4;2,419355;49,677419;null;
2005-04-30;18;80,2;null;null;201,3;5,952778;15;122,7;991,382222;33,156667;27,676;23,723333;78,991667;5;2,4;56,222222;null;
2005-05-31;14;98,9;null;null;230,2;4,903226;9;213,6;992,027957;32,816129;27,368387;23,154839;75,112903;5;2,397849;57,956989;null;
2005-06-30;14;140,1;null;null;291,9;2,766667;2;11,2;992,866667;34,31;27,888;22,623333;65,85;4;2,377778;59,888889;null;
2005-07-31;14;200,2;null;null;319,8;2,784946;0;0;993,950538;35,309677;27,885806;20,906452;55,435484;5;2,376344;59,892473;null;
2005-08-31;14;219,6;null;null;295,2;2,333333;0;0;992,545161;37,509677;29,303871;21,458065;51,314516;4;2,204301;56,989247;null;
2005-09-30;5;177,7;null;null;212;3,611111;3;21,9;991,671111;36,793333;29,040667;22,656667;58,733333;7;2,366667;32,222222;null;
2005-10-31;14;127,5;null;null;193,9;4,473118;8;97,1;990,903226;35,387097;28,553548;23,416129;69,137097;7;2,397849;40,967742;null;
2005-11-30;18;76,2;null;null;124;6,577778;14;125,5;989,871111;33,02;26,989333;23,27;80,541667;5;2,48;47,555556;null;
2005-12-31;18;58,8;null;null;125,1;7,268817;22;225,5;989,829032;31,577419;26,201935;22,696774;83,08871;4;2,344086;50,752688;null;
2006-01-31;18;74,6;null;null;164,7;6,376344;14;157,1;990,15914;32,53871;26,778065;22,993548;81,177419;5;2,44086;56,021505;null;
2006-02-28;18;40,2;null;null;138,6;7,238095;26;220,1;990,909524;31,439286;26,468571;23,064286;82,982143;5;2,345238;50,47619;null;
2006-03-31;18;28;null;null;141,4;7,010753;20;267,8;991,413978;31,464516;26,369032;23,183871;84,604839;5;2,324731;51,612903;null;
2006-04-30;18;19,9;null;null;138,4;7,388889;24;371;991,362222;30,643333;25,898667;22,826667;87,058333;4;2,311111;51,833333;null;
2006-05-31;18;25,9;null;null;192,8;5,548387;16;127,5;992,945161;31,677419;26,624516;23,187097;80,879032;4;2,333333;56,344086;null;
2006-06-30;14;126,5;143,089276;90,7;283,1;2,6;0;0;993,723333;33,54;27,259333;21,823333;63,525;5;2,461798;60;null;
2006-07-31;14;185,9;157,92228;0;311,1;2,387097;0;0;993,976344;35,067742;27,830968;21,36129;57,540323;5;2,580645;60;null;
2006-08-31;14;207,1;178,746379;15,1;310;1,870968;3;15,1;992,01828;36,554839;28,673548;21,570968;52,790323;5;2,335484;55;null;
2006-09-30;14;166,8;182,79021;33,6;255,3;4,022222;8;33,6;991,545556;36,9;29,225333;23,123333;60;4;2,365556;53,444444;null;
2006-10-31;18;100,2;168,509391;168,509391;163,3;6,602151;10;237,4;990,408602;34,03871;27,875484;23,574194;75,685484;4;2,365591;50,537634;null;
2006-11-30;18;71,8;149,926901;149,926901;158,2;6,455556;14;205,4;990,034444;32,583333;27,092;23,383333;80,65;5;2,4;54,888889;null;
